shareag,sharemanu,shareemp,grserv,grag,grmanu,skillpserv,skillpag,skillpmanu,p,b,voice
0.92636161589061,0.8421018282877325,0.9354385259523841,0.5185793244200696,0.08230345451770593,0.5045783361894307,0.7285102538582355,0.855240943152789,0.7885690175645583,0.01306107042282752,0.6896275637280317,0.5742784642854898
0.3272614681467288,0.6588525019149584,0.8254991480174209,0.6541775139089945,0.24995135268576202,0.7781513202373488,0.12268297572330099,0.41936172245512093,0.24122559184908546,0.886446189387693,0.3939535942102315,0.9303796371955675
0.08497973650176646,0.6699839279738008,0.8431403435232483,0.8342024914734465,0.6946117183072186,0.06915661917940251,0.7011565855396763,0.30748587873876304,0.7819480072560938,0.42206315271321987,0.19166256816473143,0.562652637677732
0.8463061642319292,0.9365520004631928,0.6977186813534718,0.4985886857529834,0.5793563111196223,0.919691923789752,0.2748594948349953,0.7662510103472984,0.20909535744426436,0.8607326651191212,0.35290154254935224,0.37777208395517553
0.34145487051653206,0.2891614576763957,0.77502291997602,0.7919780738817094,0.10959105054353023,0.4481603279661009,0.7927016682191298,0.04127297288860305,0.3014117973505147,0.05572402154290658,0.9276668689206429,0.6513279655277961
0.9496262837157695,0.3535279385028526,0.49374219532438607,0.7289921812777713,0.5845638785502584,0.5917136176254282,0.349030340871918,0.7727050779107605,0.7773549002137318,0.11434802222471362,0.7138161060966047,0.2498703207279492
0.6417700326813169,0.7233962548320199,0.005557130760904033,0.26311791251552974,0.5074149564215945,0.3023549733449173,0.037250326205610786,0.2282360815522989,0.6147651252601729,0.3619443853106368,0.897303142642797,0.30155653496277757
0.4197984443352841,0.008404763557769314,0.5696764541621132,0.7239360731647928,0.7731340755647141,0.8505050251059476,0.9693042324406933,0.8909166743697557,0.9599756201908316,0.25285273409596704,0.08196437210067758,0.923630705985113
0.3707042730953556,0.25792409667697414,0.5182086559923486,0.9324397763122032,0.49298058153091945,0.6655133832459066,0.24279036556424496,0.347952027314974,0.11905061496612485,0.7080672066195353,0.14942371185778167,0.6230138986060294
0.5712245011921543,0.9953036442104296,0.48850074383279074,0.11734394179794527,0.9662831271929113,0.462012424227604,0.9236795874464468,0.29301496854965087,0.7804343742008213,0.8016145750536613,0.98244883579247,0.6050863848983947
0.9291677661614659,0.8878498086030643,0.4169964966884985,0.09723777298480271,0.31787259101872356,0.048814881144797276,0.30115235138969915,0.7130364922909863,0.061032817087815515,0.3378755494557223,0.7553956938475564,0.7447857646260863
0.20833847293489519,0.9214967384380883,0.567492960034113,0.925208401876014,0.5604257296613419,0.046721879993418265,0.9511129986660495,0.834500404724944,0.9615960202758044,0.9466120272097138,0.056004561778484584,0.414949018255042
0.8567082902226109,0.31055482259364764,0.45911085795206596,0.3969793951692029,0.8553368588238732,0.2791138351184928,0.16491474550539656,0.17319278574580743,0.2612088373214411,0.8250178624633127,0.390066071498855,0.6102907816998874
0.3440491894650775,0.3353168033194832,0.9692894617463421,0.9159409097831057,0.34030986488990456,0.8570370267056413,0.41042513613631476,0.7010514079685828,0.33903732941130094,0.3366613615666315,0.11972282036844431,0.8424661159236958
0.22179046043465803,0.8891118840486996,0.045108463707268155,0.728240729145406,0.22762403720558874,0.7646747504985718,0.36323024835704815,0.7916274984050039,0.8986481852321009,0.2514851852988789,0.32589841812627857,0.9660162676565438
0.006615647729818436,0.2818104105531835,0.024618492588166747,0.8289386419885666,0.9772405899056776,0.6609262561898539,0.2239805918127817,0.2501272575257979,0.8843733154155671,0.7253472722061824,0.3335620788329245,0.8395129461317912
0.7092806246265226,0.18921490806430785,0.6782845241179452,0.3433655924791855,0.37587273714762026,0.2501890620612321,0.551500985972971,0.4003162569369395,0.5385821328964594,0.33370969405838613,0.3423776288529031,0.875492656315049
0.4410281222531304,0.6858692348152503,0.3456083279591288,0.6161904355073391,0.956642842550806,0.8741126489491939,0.4760047183769913,0.8195182736860789,0.2930145833581846,0.6993754856715649,0.22107298753649252,0.03906157386056141
0.32355604649147596,0.592310989887474,0.3723861358956243,0.021768755587217206,0.46534412235085926,0.12835911033089448,0.9617413954823748,0.5438287600828463,0.9137092643660536,0.5075259215439294,0.1824303299180567,0.774550544205961
0.320484937648545,0.17131393369603126,0.8317664904204242,0.10026470748942491,0.3433692774484555,0.4289018396957309,0.13501278863425903,0.9339669140405475,0.0681020358237913,0.9635490341147388,0.1234378171400808,0.4106214296176004
0.5448720932060885,0.010053188690660733,0.5446982461417094,0.6607833194394052,0.8611531491513996,0.1157069102630715,0.6542419512602102,0.35248055239209136,0.8964752036272144,0.9374519234282218,0.5375373806579019,0.45823497841424027
0.16820409996218047,0.49794070624205156,0.1685937151368564,0.8945087338221711,0.2578905206108727,0.12811842431503448,0.17904228125128568,0.9230265016136815,0.4965841869965064,0.3788354038292108,0.4979323447159428,0.22621002900214157
0.027248011996007192,0.4539096151948657,0.6593528152771782,0.6064009966491876,0.29300156537933547,0.5842054838264227,0.862200998330383,0.6350969668971084,0.9097237684799843,0.4097311120085476,0.8452038231468814,0.9268158660904285
0.8170655781709623,0.9064203696613535,0.059334323498359764,0.9808541676153352,0.676897255284526,0.16452975261599034,0.8865101362398933,0.6207286961373947,0.4681270815614146,0.7773562639012352,0.981054840853645,0.6579101480788945
0.9414112609107377,0.27408937429037405,0.7001524842713888,0.3267614276376706,0.42520368893302635,0.6544729681940334,0.7538984082647829,0.28265734541942156,0.6681632930284138,0.3117804042433133,0.16880116632375006,0.7126848053897429
0.49431806608113005,0.861960580665826,0.3697762229815249,0.29097365422798876,0.4740156536156666,0.410401698321362,0.26017372655705684,0.7600284830924515,0.2505685311954951,0.2790837911918376,0.1702109747470752,0.7059624281956982
0.8887229604617662,0.044525933164140705,0.8998486553520386,0.07199369753796116,0.5748231562081102,0.15751687811641057,0.38650957156645654,0.9388291350325046,0.09575979087750894,0.06757197802329794,0.874146773316626,0.9906832757473286
0.24769495171698114,0.5799552386873418,0.21384039785341644,0.3773710928780999,0.16512597126597606,0.7220037218564358,0.32094931974743673,0.5154025132036772,0.8558932784082905,0.8760501109376448,0.5325178334286895,0.15935051202173525
0.5320393231673313,0.8138535785113276,0.7886558541309049,0.4324984281495792,0.4723419691360481,0.6258742515526521,0.029935996624101378,0.22574017406469238,0.7047098789460785,0.7978728647553313,0.31974529913380506,0.3332513955522613
0.1992465234588552,0.969647494444532,0.23089616826877907,0.9303474989858069,0.12449539304079389,0.8986088213155394,0.4240061021738622,0.6826658513194523,0.0004535736591071512,0.3383573846543972,0.27000747744846537,0.34854534127641545
0.017503581736707973,0.3404201023936293,0.31086158012347254,0.19019769572932102,0.5184423913010034,0.5097847401873373,0.18269479850309883,0.15867025381849695,0.5126205993451687,0.5478418745719497,0.3567175446540484,0.27519361256172575
0.4742257840096173,0.26698225848698554,0.7737063536919435,0.6912043951204186,0.702906515119061,0.17630102166832834,0.49105418922247634,0.4411925591659016,0.6804434682638908,0.019311447739161467,0.15690249272550094,0.3603432929046271
0.2765026219377756,0.32141894637085094,0.3268230639895852,0.9476450067184649,0.6331894979611666,0.46635140001454173,0.6790319746758439,0.5474840620106569,0.5617351622432568,0.7057818299018327,0.6649464109156383,0.10703763275252119
0.6172862380923786,0.027407530928415875,0.02713091307144812,0.1087494540180609,0.5173679288865957,0.30865365868216454,0.006249149298054819,0.05224199232246433,0.14678958644148418,0.21194379604109576,0.6735590692260466,0.6673041821946141
0.07771680774088627,0.5728504492404238,0.8374871278249014,0.04096158362969612,0.29138314823956196,0.5030292832683076,0.8733608026346227,0.7853346794815507,0.6046247831892695,0.40396310133594965,0.8227964114688096,0.7006820459164242
0.2236213346092244,0.7271173082420253,0.4333830757855901,0.38014703282699874,0.3928983419452267,0.37448459037924325,0.19529405962713622,0.08914041762834661,0.25580249251526677,0.9545754648153707,0.7177502903715209,0.386974517377455
0.3125003315089061,0.7025617784927058,0.06022024942345262,0.6632502520196611,0.021421829197603885,0.5246736385240743,0.10528598889864366,0.936140273519633,0.7754069131692984,0.34445754430486436,0.6403270423545393,0.2615271023216361
0.9216738498002582,0.41498053123452,0.29872852268195693,0.8138044306573439,0.08939309406774047,0.11792239630005603,0.7855006096900721,0.3439497071929129,0.36066689853593675,0.047487796687111616,0.3092582773331659,0.3065639808581614
0.42408320501016794,0.8600348897654501,0.2384494291930396,0.1592680866386721,0.6627993220947247,0.7377073014528857,0.7966233827457656,0.9479856042950817,0.5940148438977239,0.02585182359372921,0.30658144836346163,0.4882923744493646
0.4456709567422148,0.7950443974696241,0.04412705231323424,0.7372879026253009,0.23138675494142572,0.8058923248695692,0.7124882915205702,0.631582162343128,0.65771181566182,0.8449167022093378,0.3598179853997193,0.9893304255392054
0.011664293993216333,0.9384521512967905,0.2539082126055646,0.2960431977186261,0.6225571982586094,0.7272256886937566,0.2976741954186437,0.42751450610678815,0.6309519638882148,0.8671845003377154,0.40995719252150153,0.39488732284528083
0.5949612521051277,0.3222069024049187,0.8519219832260424,0.5513455613597263,0.6098993889336009,0.8819856835923607,0.3727952245602586,0.027794325186686807,0.8930093092177749,0.831703942232344,0.48472875214864125,0.5586049911372989
0.0438813510751398,0.2731673699238134,0.9996826952382516,0.6201134729240216,0.004578255349027442,0.8416262130761241,0.6401240322993237,0.4694276435997954,0.9179125849478064,0.009479147499015137,0.0749905507953775,0.12683275280117934
0.19623672385260113,0.5332050868042657,0.38469665947352216,0.14196842760224498,0.8200909140022091,0.3622209227292776,0.4796817056994418,0.3633121189763989,0.6825163574251393,0.32452141795032136,0.5171185660607469,0.8997335474225143
